case	barcode_normal	barcode_tumor	uuid_normal	uuid_tumor	chr1:111755648_normal	chr1:111755648_tumor	chr1:120973520_normal	chr1:120973520_tumor	chr1:125167749_normal	chr1:125167749_tumor	chr1:125167927_normal	chr1:125167927_tumor	chr1:143184833_normal	chr1:143184833_tumor	chr1:143191791_normal	chr1:143191791_tumor	chr1:143213623_normal	chr1:143213623_tumor	chr1:143217536_normal	chr1:143217536_tumor	chr1:143218105_normal	chr1:143218105_tumor	chr1:185156770_normal	chr1:185156770_tumor	chr10:41909522_normal	chr10:41909522_tumor	chr10:41910866_normal	chr10:41910866_tumor	chr10:42067190_normal	chr10:42067190_tumor	chr10:73969_normal	chr10:73969_tumor	chr14:75794999_normal	chr14:75794999_tumor	chr16:34582307_normal	chr16:34582307_tumor	chr16:34583579_normal	chr16:34583579_tumor	chr16:68738315_normal	chr16:68738315_tumor	chr17:59381297_normal	chr17:59381297_tumor	chr20:29080591_normal	chr20:29080591_tumor	chr20:29080600_normal	chr20:29080600_tumor	chr20:31661448_normal	chr20:31661448_tumor	chr20:34526476_normal	chr20:34526476_tumor	chr21:32413109_normal	chr21:32413109_tumor	chr3:47586910_normal	chr3:47586910_tumor	chr3:75669082_normal	chr3:75669082_tumor	chr3:75669400_normal	chr3:75669400_tumor	chr5:40681256_normal	chr5:40681256_tumor	chr5:49657236_normal	chr5:49657236_tumor	chr5:49657316_normal	chr5:49657316_tumor	chr5:49658235_normal	chr5:49658235_tumor	chr5:49660983_normal	chr5:49660983_tumor	chr8:102395112_normal	chr8:102395112_tumor	chr8:127891443_normal	chr8:127891443_tumor	chr8:128267540_normal	chr8:128267540_tumor	chr8:13132891_normal	chr8:13132891_tumor	chr9:135751043_normal	chr9:135751043_tumor
TCGA-A7-A3RF	TCGA-A7-A3RF-10A	TCGA-A7-A3RF-01A	77debdbd-9d59-47b1-8d93-0b3d9cc075da	0c34a115-a77d-473b-98e5-1ea66f983d0f	34	12.0	281.0	269.0	15.0	17.0	72.0	35.0	107.0	80.0	12.0	13.0	43.0	32.0	477.0	496.0	242.0	301.0	6.0	3.0	6.0	7.0	26.0	26.0	38.0	13.0	27.0	11.0	0.0	0.0	335.0	205.0	174.0	182.0	142.0	134.0	0.0	1.0	22.0	55.0	18.0	48.0	1.0	0.0	7.0	3	25.0	9.0	50.0	31.0	18.0	38.0	13.0	19.0	46	31	13.0	38.0	13.0	33.0	7.0	34.0	18.0	50.0	2.0	1.0	1.0	1.0	1.0	1.0	73.0	53.0	109.0	89
TCGA-D8-A1XV	TCGA-D8-A1XV-10A	TCGA-D8-A1XV-01A	9da5d1c0-68e9-4019-bb06-f59568c57401	277395f9-0789-40ce-9367-00648f760f03	9	4.0	2.0	4.0	57.0	49.0	120.0	167.0	144.0	196.0	40.0	36.0	56.0	54.0	1029.0	1096.0	512.0	455.0	4.0	6.0	23.0	27.0	84.0	120.0	122.0	132.0	1.0	0.0	4.0	3.0	843.0	1112.0	577.0	695.0	18.0	20.0	2.0	3.0	4.0	2.0	2.0	2.0	2.0	1.0	8.0	14	10.0	15.0	1.0	2.0	22.0	32.0	22.0	19.0	30	36	63.0	87.0	59.0	86.0	70.0	78.0	145.0	183.0	1.0	2.0	3.0	5.0	2.0	0.0	6.0	8.0	34.0	36
TCGA-D8-A1XA	TCGA-D8-A1XA-10A	TCGA-D8-A1XA-01A	e91b9cb8-d35d-4112-a991-f79753ad3e33	7e4e5033-8d94-4747-b9d8-07d599b87d65	10	3.0	0.0	1.0	55.0	33.0	97.0	77.0	111.0	70.0	3.0	8.0	75.0	58.0	897.0	842.0	368.0	389.0	7.0	3.0	38.0	30.0	108.0	79.0	35.0	29.0	2.0	3.0	1.0	0.0	1564.0	867.0	1049.0	671.0	19.0	11.0	3.0	2.0	6.0	4.0	6.0	4.0	0.0	2.0	9.0	11	10.0	4.0	3.0	1.0	24.0	15.0	12.0	8.0	21	26	112.0	46.0	93.0	43.0	94.0	49.0	230.0	92.0	6.0	1.0	3.0	3.0	4.0	1.0	4.0	4.0	15.0	7
TCGA-C8-A1HE	TCGA-C8-A1HE-10A	TCGA-C8-A1HE-01A	663855d0-0e4e-45bc-9cb0-4a848b6d2bc4	dd91d24b-6403-4a58-ac92-49504b65ee2d	3	5.0	2.0	0.0	22.0	37.0	42.0	71.0	77.0	175.0	18.0	20.0	31.0	36.0	388.0	589.0	364.0	475.0	0.0	6.0	21.0	19.0	72.0	75.0	49.0	66.0	1.0	0.0	3.0	1.0	744.0	583.0	492.0	377.0	12.0	3.0	1.0	2.0	3.0	6.0	3.0	4.0	2.0	0.0	6.0	8	5.0	4.0	1.0	1.0	13.0	18.0	7.0	19.0	17	14	86.0	100.0	55.0	80.0	94.0	87.0	129.0	168.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	3.0	19.0	10
TCGA-E9-A22E	TCGA-E9-A22E-10A	TCGA-E9-A22E-01A	2f985ebb-6cb1-44e8-b7cf-e9a82e7c3981	6574c690-30f8-4208-8a64-1fd6a1fe1f19	3	9.0	1.0	0.0	52.0	42.0	94.0	72.0	183.0	156.0	23.0	19.0	41.0	27.0	1270.0	814.0	881.0	479.0	3.0	7.0	34.0	32.0	109.0	77.0	88.0	33.0	2.0	1.0	1.0	1.0	869.0	523.0	752.0	381.0	10.0	9.0	2.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	12.0	6	3.0	6.0	1.0	1.0	22.0	25.0	11.0	18.0	7	27	222.0	111.0	195.0	97.0	204.0	127.0	282.0	207.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	12.0	28
TCGA-AC-A3BB	TCGA-AC-A3BB-10A	TCGA-AC-A3BB-01A	82388066-1820-46a8-86f7-589a459955af	2857c30d-017c-4998-8af0-bd344e855419	9	14.0	135.0	149.0	1.0	11.0	7.0	37.0	12.0	69.0	1.0	8.0	6.0	38.0	66.0	286.0	44.0	208.0	1.0	3.0	1.0	11.0	6.0	43.0	3.0	18.0	9.0	12.0	1.0	1.0	86.0	382.0	57.0	290.0	60.0	48.0	0.0	0.0	37.0	43.0	29.0	39.0	1.0	0.0	9.0	3	13.0	18.0	19.0	24.0	10.0	18.0	6.0	11.0	17	22	12.0	55.0	6.0	42.0	8.0	31.0	21.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	30.0	52.0	57
TCGA-A1-A0SF	TCGA-A1-A0SF-10B	TCGA-A1-A0SF-01A	d3484426-d8a5-442f-8619-66e89c4bd316	e7a1ed4b-b5bf-4c44-8a0c-5628611b331b	7	6.0	0.0	1.0	56.0	25.0	153.0	107.0	286.0	195.0	10.0	8.0	136.0	99.0	1615.0	1040.0	815.0	424.0	6.0	5.0	36.0	25.0	87.0	60.0	95.0	61.0	1.0	1.0	11.0	8.0	964.0	418.0	723.0	300.0	11.0	13.0	2.0	1.0	6.0	2.0	6.0	2.0	1.0	1.0	8.0	6	16.0	6.0	1.0	1.0	36.0	15.0	21.0	11.0	22	15	138.0	73.0	91.0	48.0	127.0	75.0	226.0	136.0	0.0	1.0	5.0	2.0	1.0	1.0	12.0	7.0	21.0	21
TCGA-D8-A27N	TCGA-D8-A27N-10A	TCGA-D8-A27N-01A	d48974b3-2511-4d75-9b27-4010b262ec79	5529ac7a-215d-43a8-b64c-c14282f7e03b	6	6.0	0.0	1.0	25.0	46.0	42.0	109.0	68.0	111.0	12.0	14.0	26.0	52.0	582.0	832.0	298.0	374.0	2.0	8.0	22.0	23.0	51.0	79.0	19.0	28.0	2.0	1.0	2.0	4.0	678.0	1226.0	563.0	857.0	14.0	18.0	2.0	0.0	4.0	3.0	3.0	3.0	0.0	1.0	4.0	6	5.0	11.0	0.0	1.0	16.0	19.0	13.0	11.0	21	20	63.0	115.0	55.0	100.0	68.0	96.0	113.0	193.0	0.0	0.0	0.0	1.0	1.0	0.0	6.0	11.0	12.0	18
TCGA-E9-A3Q9	TCGA-E9-A3Q9-10A	TCGA-E9-A3Q9-01A	726156bf-bb48-44c5-ad88-5f0e7e9dd769	c4af55a0-04d8-47af-8f0c-7315fabe3f2d	32	9.0	256.0	89.0	1.0	15.0	4.0	21.0	9.0	37.0	1.0	5.0	0.0	3.0	41.0	158.0	20.0	84.0	9.0	3.0	0.0	12.0	11.0	36.0	14.0	30.0	11.0	9.0	0.0	0.0	122.0	486.0	90.0	354.0	168.0	56.0	1.0	0.0	57.0	23.0	53.0	17.0	0.0	0.0	13.0	8	19.0	17.0	33.0	22.0	24.0	21.0	17.0	9.0	54	17	8.0	26.0	5.0	23.0	6.0	22.0	22.0	68.0	0.0	0.0	0.0	1.0	0.0	1.0	84.0	30.0	99.0	36
TCGA-OL-A5RU	TCGA-OL-A5RU-10A	TCGA-OL-A5RU-01A	596ad657-0ce1-49c0-8e26-1c4bbdedc7fd	4a421b2a-3faa-46e7-b171-25a7f055940f	16	17.0	146.0	144.0	4.0	9.0	5.0	20.0	14.0	20.0	1.0	1.0	5.0	13.0	36.0	93.0	26.0	54.0	10.0	4.0	5.0	2.0	4.0	25.0	6.0	17.0	20.0	5.0	1.0	1.0	93.0	147.0	73.0	123.0	117.0	57.0	1.0	1.0	31.0	37.0	28.0	33.0	0.0	1.0	5.0	6	23.0	18.0	27.0	31.0	7.0	12.0	10.0	5.0	46	37	9.0	17.0	7.0	11.0	7.0	14.0	14.0	34.0	0.0	0.0	0.0	0.0	0.0	2.0	43.0	29.0	98.0	71
TCGA-D8-A1XT	TCGA-D8-A1XT-10A	TCGA-D8-A1XT-01A	fb273f8a-7a81-4974-8b4b-35887cd270fa	943fbdb1-e7b5-4ace-ba92-604deb53ee4e	5	16.0	1.0	2.0	90.0	60.0	221.0	143.0	238.0	160.0	57.0	44.0	85.0	57.0	1787.0	1278.0	726.0	536.0	7.0	4.0	27.0	20.0	137.0	113.0	92.0	59.0	0.0	0.0	4.0	4.0	1236.0	794.0	813.0	538.0	34.0	19.0	0.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0	10.0	3	16.0	22.0	0.0	0.0	15.0	14.0	16.0	17.0	44	33	210.0	179.0	179.0	148.0	166.0	132.0	413.0	353.0	3.0	0.0	3.0	2.0	1.0	0.0	10.0	14.0	46.0	53
TCGA-LL-A6FR	TCGA-LL-A6FR-10B	TCGA-LL-A6FR-01A	8c8eeab7-1432-40b0-960c-dfb0eb2c4537	633fd4a4-b473-4d7a-a7a9-1b51500531fc	13	11.0	190.0	335.0	0.0	0.0	1.0	1.0	5.0	4.0	0.0	0.0	0.0	1.0	5.0	12.0	1.0	4.0	2.0	6.0	0.0	0.0	1.0	2.0	1.0	0.0	7.0	6.0	0.0	0.0	15.0	21.0	8.0	11.0	95.0	103.0	0.0	0.0	19.0	39.0	18.0	33.0	0.0	0.0	5.0	4	10.0	14.0	10.0	14.0	3.0	8.0	6.0	4.0	12	27	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	11.0	58.0	36
TCGA-A7-A13D	TCGA-A7-A13D-10A	TCGA-A7-A13D-01A	40bc56bf-5dfd-44df-b8a8-ad1a576621a6	64f73d54-bfb4-43d0-b131-803b80d654d1	13	12.0	182.0	170.0	1.0	5.0	7.0	5.0	10.0	12.0	0.0	1.0	1.0	4.0	33.0	40.0	20.0	21.0	7.0	4.0	0.0	1.0	4.0	3.0	0.0	2.0	11.0	15.0	1.0	0.0	34.0	21.0	20.0	16.0	131.0	80.0	1.0	1.0	27.0	35.0	20.0	30.0	0.0	1.0	6.0	6	14.0	10.0	40.0	23.0	8.0	14.0	10.0	7.0	30	50	2.0	3.0	2.0	1.0	3.0	3.0	5.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	50.0	21.0	76.0	54
TCGA-A7-A13D	TCGA-A7-A13D-10A	TCGA-A7-A13D-01A	893803a5-dbb1-4a2f-bf42-e824e71e70f6	64f73d54-bfb4-43d0-b131-803b80d654d1	13	12.0	0.0	170.0	1.0	5.0	3.0	5.0	3.0	12.0	0.0	1.0	5.0	4.0	38.0	40.0	7.0	21.0	3.0	4.0	0.0	1.0	9.0	3.0	0.0	2.0	0.0	15.0	5.0	0.0	25.0	21.0	11.0	16.0	31.0	80.0	0.0	1.0	0.0	35.0	0.0	30.0	2.0	1.0	25.0	6	21.0	10.0	0.0	23.0	1.0	14.0	0.0	7.0	52	50	12.0	3.0	5.0	1.0	7.0	3.0	7.0	8.0	0.0	1.0	0.0	0.0	1.0	0.0	18.0	21.0	36.0	54
TCGA-OL-A66I	TCGA-OL-A66I-10A	TCGA-OL-A66I-01A	de1f27ed-cdda-481c-b09d-96f214ac866c	b7ea7e2a-2bff-4cde-b755-4f58cd97dc62	5	7.0	114.0	110.0	39.0	2.0	53.0	7.0	136.0	9.0	6.0	1.0	28.0	0.0	570.0	54.0	303.0	38.0	4.0	6.0	33.0	3.0	141.0	5.0	84.0	4.0	12.0	7.0	3.0	1.0	987.0	94.0	708.0	48.0	67.0	63.0	2.0	0.0	37.0	40.0	30.0	33.0	4.0	0.0	3.0	5	9.0	11.0	19.0	31.0	36.0	10.0	13.0	4.0	25	21	136.0	13.0	117.0	5.0	124.0	6.0	226.0	13.0	1.0	0.0	2.0	0.0	4.0	1.0	32.0	56.0	51.0	52
TCGA-E2-A9RU	TCGA-E2-A9RU-10A	TCGA-E2-A9RU-01A	ade98214-f833-43f8-98a8-42d00dcbd57b	b7e547c1-ba63-41b7-992f-6f1bfeb1b62f	7	5.0	251.0	150.0	0.0	0.0	5.0	2.0	6.0	2.0	1.0	0.0	2.0	2.0	21.0	17.0	12.0	5.0	3.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	13.0	5.0	1.0	0.0	53.0	16.0	27.0	12.0	82.0	41.0	0.0	0.0	7.0	9.0	5.0	9.0	0.0	0.0	10.0	6	16.0	10.0	22.0	17.0	2.0	5.0	2.0	2.0	15	12	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	3.0	33.0	30
TCGA-E2-A14T	TCGA-E2-A14T-10A	TCGA-E2-A14T-01A	2bc2bad8-2edd-4b1f-bca7-9167987d4683	99a44d70-eb2e-445d-8ef6-efe31ce16c39	10	27.0	1.0	0.0	2.0	1.0	4.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	35.0	15.0	15.0	2.0	4.0	4.0	2.0	0.0	11.0	0.0	1.0	0.0	3.0	0.0	11.0	4.0	43.0	13.0	31.0	10.0	55.0	22.0	4.0	1.0	8.0	2.0	3.0	1.0	0.0	2.0	17.0	18	19.0	14.0	1.0	0.0	2.0	0.0	2.0	4.0	72	49	10.0	0.0	5.0	0.0	7.0	2.0	18.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	9.0	9.0	66.0	28
TCGA-D8-A27M	TCGA-D8-A27M-10A	TCGA-D8-A27M-01A	a9520fba-c0bb-4267-b25c-acf2a91947b4	67e8f679-5357-4482-aeef-99f904e2d2b1	3	7.0	0.0	2.0	31.0	34.0	75.0	86.0	59.0	89.0	5.0	7.0	26.0	20.0	500.0	643.0	212.0	327.0	4.0	2.0	28.0	22.0	52.0	50.0	61.0	118.0	1.0	1.0	1.0	2.0	557.0	835.0	431.0	644.0	12.0	16.0	0.0	0.0	1.0	3.0	1.0	3.0	4.0	0.0	4.0	5	5.0	11.0	0.0	0.0	27.0	25.0	6.0	16.0	11	21	67.0	103.0	65.0	85.0	59.0	93.0	155.0	187.0	1.0	4.0	2.0	2.0	0.0	0.0	5.0	4.0	23.0	27
TCGA-BH-A0BR	TCGA-BH-A0BR-10A	TCGA-BH-A0BR-01A	229cfe1e-7102-4221-b675-21a24e0197ea	42a24f40-9298-4f0b-a086-b2b09139fb50	6	20.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	10.0	3.0	3.0	1.0	5.0	6.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	8.0	21.0	14.0	7.0	14.0	8.0	18.0	27.0	0.0	0.0	1.0	4.0	1.0	4.0	0.0	5.0	13.0	20	13.0	14.0	1.0	0.0	4.0	2.0	1.0	0.0	25	38	3.0	0.0	4.0	0.0	5.0	1.0	7.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	7.0	4.0	28.0	10
TCGA-D8-A4Z1	TCGA-D8-A4Z1-10A	TCGA-D8-A4Z1-01A	15bdb0a5-6dd0-4a57-8edc-477621da444b	38e4a668-d682-4846-891a-63e1b16e4f1f	25	13.0	133.0	149.0	6.0	7.0	29.0	15.0	30.0	17.0	2.0	0.0	11.0	7.0	122.0	122.0	41.0	42.0	5.0	8.0	4.0	4.0	23.0	33.0	10.0	8.0	15.0	11.0	1.0	0.0	271.0	237.0	168.0	152.0	85.0	103.0	0.0	0.0	22.0	39.0	22.0	35.0	1.0	1.0	3.0	5	13.0	25.0	31.0	31.0	23.0	12.0	14.0	12.0	32	38	34.0	33.0	29.0	21.0	25.0	24.0	63.0	51.0	1.0	0.0	1.0	0.0	0.0	0.0	44.0	52.0	77.0	104
TCGA-AR-A24L	TCGA-AR-A24L-10A	TCGA-AR-A24L-01A	a4877b9d-96e3-409d-86ba-b3cfa28b2754	4905dde2-714c-4c57-bd5e-b9b4c92b6716	9	5.0	0.0	2.0	32.0	52.0	46.0	109.0	54.0	112.0	22.0	31.0	26.0	55.0	605.0	770.0	282.0	339.0	3.0	6.0	21.0	34.0	94.0	131.0	67.0	175.0	1.0	2.0	2.0	1.0	428.0	609.0	342.0	350.0	12.0	18.0	2.0	5.0	8.0	0.0	7.0	2.0	0.0	3.0	4.0	5	9.0	11.0	0.0	1.0	22.0	31.0	19.0	15.0	30	19	104.0	177.0	79.0	105.0	135.0	162.0	150.0	296.0	1.0	2.0	1.0	3.0	2.0	1.0	4.0	2.0	22.0	38
TCGA-A2-A1G6	TCGA-A2-A1G6-10A	TCGA-A2-A1G6-01A	12ce60ba-b129-4dff-b712-d86c8cefccd8	8f4190bf-81f7-419b-aa79-4b9cf83d05b4	5	8.0	3.0	2.0	43.0	70.0	65.0	92.0	94.0	154.0	2.0	2.0	81.0	111.0	624.0	965.0	363.0	460.0	3.0	4.0	28.0	52.0	86.0	126.0	44.0	56.0	2.0	2.0	0.0	2.0	603.0	1028.0	495.0	766.0	7.0	20.0	0.0	2.0	5.0	5.0	4.0	5.0	1.0	0.0	9.0	10	8.0	8.0	1.0	0.0	24.0	29.0	12.0	20.0	16	26	111.0	181.0	83.0	113.0	115.0	124.0	176.0	310.0	1.0	2.0	0.0	2.0	0.0	1.0	4.0	5.0	17.0	27
TCGA-EW-A1J5	TCGA-EW-A1J5-10A	TCGA-EW-A1J5-01A	44644c62-0370-42ca-9979-15f368521303	7c3d5b45-2236-430f-8274-33b5cd4e90af	10	4.0	1.0	1.0	61.0	103.0	124.0	209.0	150.0	252.0	18.0	56.0	43.0	98.0	1167.0	1477.0	581.0	687.0	1.0	2.0	38.0	34.0	146.0	121.0	67.0	57.0	1.0	1.0	0.0	0.0	1238.0	634.0	869.0	485.0	13.0	3.0	2.0	2.0	3.0	5.0	2.0	5.0	3.0	1.0	6.0	11	11.0	8.0	1.0	2.0	35.0	23.0	12.0	16.0	26	20	161.0	102.0	108.0	100.0	134.0	74.0	227.0	186.0	2.0	0.0	3.0	1.0	1.0	2.0	4.0	1.0	21.0	21
TCGA-BH-A18V	TCGA-BH-A18V-11A	TCGA-BH-A18V-06A	353e7fa1-08c5-400a-b352-b5325e40d66c	67a4d7d9-2ab9-43af-802a-7eb45839c7c4	18	5.0	1.0	2.0	2.0	41.0	10.0	79.0	6.0	97.0	0.0	14.0	6.0	42.0	42.0	1056.0	23.0	513.0	0.0	4.0	2.0	19.0	1.0	89.0	4.0	58.0	0.0	3.0	7.0	3.0	78.0	781.0	52.0	755.0	41.0	35.0	1.0	2.0	3.0	12.0	3.0	12.0	0.0	2.0	28.0	5	10.0	20.0	0.0	2.0	1.0	31.0	2.0	30.0	42	46	8.0	105.0	7.0	81.0	7.0	66.0	17.0	202.0	1.0	1.0	1.0	5.0	0.0	3.0	9.0	22.0	40.0	47
TCGA-E9-A1NI	TCGA-E9-A1NI-10A	TCGA-E9-A1NI-01A	0d75c8a2-19d7-48d8-8376-275ea469ca9d	6b7fec76-7d6d-4fbc-849b-2df47812f3f4	9	3.0	0.0	1.0	81.0	2.0	132.0	10.0	204.0	17.0	26.0	2.0	105.0	18.0	1126.0	84.0	545.0	31.0	8.0	5.0	30.0	2.0	101.0	8.0	88.0	8.0	1.0	2.0	0.0	0.0	1397.0	139.0	931.0	68.0	25.0	10.0	0.0	1.0	4.0	1.0	3.0	1.0	2.0	4.0	13.0	4	8.0	4.0	5.0	0.0	37.0	2.0	31.0	5.0	36	10	188.0	5.0	130.0	2.0	144.0	8.0	279.0	10.0	1.0	1.0	3.0	2.0	0.0	2.0	9.0	4.0	31.0	6
TCGA-S3-AA12	TCGA-S3-AA12-10A	TCGA-S3-AA12-01A	f787dcf0-bd43-43d6-b2e2-c66fc9d20201	151959ef-08e5-4dd7-be20-3c23bd19a901	14	9.0	193.0	237.0	0.0	1.0	6.0	9.0	14.0	10.0	3.0	2.0	3.0	7.0	36.0	42.0	18.0	16.0	4.0	2.0	6.0	2.0	6.0	4.0	4.0	3.0	9.0	11.0	0.0	0.0	55.0	42.0	29.0	33.0	94.0	53.0	0.0	0.0	12.0	10.0	9.0	8.0	0.0	0.0	8.0	5	12.0	14.0	37.0	58.0	5.0	8.0	1.0	5.0	18	20	5.0	3.0	6.0	2.0	3.0	1.0	10.0	5.0	0.0	1.0	0.0	0.0	1.0	0.0	23.0	15.0	37.0	41
TCGA-BH-A28Q	TCGA-BH-A28Q-10A	TCGA-BH-A28Q-01A	08dea3d4-fb3e-4c14-b9a9-1e9325097932	a3a7885c-ea48-4804-ba11-8e4fc0a26e79	16	4.0	1.0	0.0	54.0	90.0	100.0	181.0	136.0	167.0	9.0	25.0	65.0	70.0	1354.0	1904.0	691.0	835.0	5.0	6.0	35.0	25.0	90.0	104.0	69.0	75.0	3.0	1.0	1.0	1.0	590.0	506.0	558.0	395.0	22.0	6.0	2.0	2.0	5.0	8.0	4.0	7.0	1.0	3.0	11.0	4	7.0	5.0	1.0	3.0	40.0	45.0	15.0	22.0	16	33	131.0	108.0	117.0	70.0	103.0	92.0	206.0	177.0	0.0	2.0	2.0	1.0	1.0	1.0	7.0	5.0	22.0	20
TCGA-A2-A0EP	TCGA-A2-A0EP-10A	TCGA-A2-A0EP-01A	73f74868-fe1f-445b-b817-62de07df6a16	9701180b-8975-44b4-b523-7946c5892cb1	11	17.0	127.0	274.0	8.0	8.0	22.0	11.0	36.0	11.0	11.0	4.0	13.0	7.0	128.0	71.0	46.0	22.0	5.0	10.0	11.0	6.0	35.0	11.0	21.0	12.0	10.0	13.0	1.0	0.0	292.0	154.0	176.0	97.0	93.0	160.0	1.0	0.0	31.0	49.0	32.0	37.0	1.0	1.0	9.0	4	10.0	21.0	34.0	64.0	19.0	13.0	9.0	10.0	23	35	29.0	19.0	22.0	18.0	15.0	6.0	45.0	29.0	1.0	0.0	1.0	2.0	0.0	1.0	38.0	82.0	67.0	92
TCGA-AR-A250	TCGA-AR-A250-10A	TCGA-AR-A250-01A	343bf171-4d39-4658-8c79-289b5de514f0	3874247c-c76c-4232-b491-c754a0daf693	7	8.0	0.0	1.0	33.0	65.0	76.0	163.0	99.0	214.0	8.0	7.0	60.0	164.0	765.0	1649.0	421.0	753.0	0.0	7.0	27.0	47.0	92.0	176.0	19.0	62.0	1.0	0.0	0.0	2.0	569.0	1112.0	450.0	782.0	13.0	21.0	3.0	13.0	6.0	5.0	5.0	4.0	2.0	0.0	2.0	6	10.0	15.0	2.0	1.0	31.0	45.0	8.0	32.0	16	15	175.0	250.0	111.0	181.0	124.0	224.0	184.0	336.0	0.0	4.0	1.0	2.0	1.0	0.0	5.0	4.0	17.0	21
TCGA-D8-A1XU	TCGA-D8-A1XU-10A	TCGA-D8-A1XU-01A	e8f6e803-8340-4d74-9e37-ecd1a4019e19	2bc670b3-5b10-43ec-9051-0e7c271efb99	7	3.0	0.0	1.0	95.0	63.0	185.0	220.0	195.0	177.0	5.0	1.0	116.0	125.0	920.0	858.0	409.0	319.0	3.0	4.0	68.0	47.0	262.0	162.0	194.0	129.0	3.0	6.0	0.0	1.0	1673.0	1541.0	1095.0	878.0	14.0	19.0	5.0	2.0	4.0	1.0	4.0	1.0	4.0	5.0	3.0	8	8.0	5.0	2.0	0.0	38.0	18.0	24.0	12.0	18	19	239.0	255.0	218.0	166.0	312.0	177.0	535.0	479.0	2.0	1.0	1.0	2.0	5.0	0.0	5.0	3.0	17.0	25
TCGA-D8-A3Z6	TCGA-D8-A3Z6-10A	TCGA-D8-A3Z6-01A	a8627315-1f50-4728-879d-005ca442fb73	f88031eb-183f-439a-8279-0501cc29ef52	12	8.0	146.0	138.0	11.0	4.0	39.0	21.0	51.0	33.0	7.0	4.0	13.0	13.0	239.0	154.0	96.0	59.0	3.0	5.0	9.0	4.0	25.0	18.0	14.0	12.0	13.0	14.0	0.0	0.0	350.0	144.0	243.0	124.0	89.0	53.0	0.0	0.0	14.0	18.0	14.0	18.0	2.0	0.0	1.0	3	14.0	11.0	41.0	28.0	18.0	5.0	7.0	3.0	29	28	36.0	23.0	27.0	18.0	19.0	10.0	53.0	24.0	0.0	1.0	0.0	1.0	1.0	1.0	29.0	27.0	63.0	54
TCGA-XX-A89A	TCGA-XX-A89A-10A	TCGA-XX-A89A-01A	1ea05f81-b13e-4858-9cab-ffd7b1356bcc	6e9911b1-0dd8-4dbd-9e0e-b2313221a8c7	10	32.0	195.0	246.0	4.0	1.0	7.0	13.0	11.0	15.0	0.0	1.0	8.0	7.0	49.0	71.0	44.0	60.0	10.0	10.0	1.0	1.0	4.0	2.0	8.0	7.0	14.0	18.0	0.0	0.0	45.0	47.0	30.0	39.0	108.0	114.0	0.0	0.0	12.0	34.0	10.0	30.0	0.0	0.0	13.0	20	5.0	10.0	23.0	38.0	3.0	8.0	4.0	4.0	25	39	2.0	3.0	0.0	3.0	2.0	4.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	33.0	31.0	42.0	64
TCGA-GM-A2DN	TCGA-GM-A2DN-10C	TCGA-GM-A2DN-01A	bfebbebc-ca31-4d47-bfb1-aec868e0801d	72798a8c-1ad1-48ad-9f14-04824c0c3f22	9	17.0	4.0	0.0	77.0	54.0	180.0	161.0	166.0	147.0	8.0	9.0	63.0	51.0	1252.0	967.0	517.0	359.0	4.0	4.0	46.0	31.0	108.0	85.0	85.0	61.0	3.0	2.0	6.0	4.0	1087.0	702.0	733.0	400.0	23.0	17.0	3.0	4.0	5.0	1.0	4.0	0.0	1.0	2.0	4.0	6	13.0	11.0	2.0	0.0	30.0	27.0	19.0	10.0	37	26	158.0	109.0	134.0	77.0	104.0	64.0	237.0	182.0	0.0	1.0	4.0	1.0	2.0	1.0	6.0	15.0	30.0	24
TCGA-AC-A8OR	TCGA-AC-A8OR-10A	TCGA-AC-A8OR-01A	9468019d-9294-4e63-b2f0-ce767b12776e	016a3322-819c-4be2-87ae-7323f696aab7	11	9.0	307.0	150.0	2.0	2.0	5.0	7.0	5.0	7.0	2.0	0.0	1.0	1.0	57.0	39.0	25.0	15.0	4.0	5.0	0.0	0.0	4.0	3.0	2.0	2.0	25.0	6.0	0.0	0.0	76.0	34.0	37.0	41.0	167.0	91.0	0.0	0.0	19.0	8.0	17.0	7.0	0.0	0.0	19.0	4	30.0	12.0	76.0	33.0	10.0	8.0	9.0	5.0	25	13	0.0	4.0	0.0	1.0	3.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	20.0	62.0	32
